No,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,Season
5252,5,19,294.0,316.0,24.0,141.0,2100.0,40.0,16.0,1016.4,15.0,0.0,N,0.2,Aotizhongxin,2013-10-01,Musim Semi
5253,5,20,277.0,295.0,21.0,171.0,2400.0,2.0,15.7,1017.0,14.9,0.0,NE,0.5,Aotizhongxin,2013-10-01,Musim Semi
5254,5,21,277.0,295.0,21.0,171.0,2700.0,1.0,15.9,1017.8,14.9,0.0,ENE,0.9,Aotizhongxin,2013-10-01,Musim Semi
5255,5,22,297.0,321.0,22.0,182.0,2800.0,1.0,15.4,1017.7,14.6,0.0,ENE,0.9,Aotizhongxin,2013-10-01,Musim Semi
5256,5,23,345.0,374.0,25.0,164.0,2500.0,1.0,15.2,1018.1,14.4,0.0,NE,1.1,Aotizhongxin,2013-10-01,Musim Semi
5257,6,0,355.0,382.0,25.0,154.0,2400.0,1.0,14.8,1018.0,14.2,0.0,E,0.0,Aotizhongxin,2013-10-01,Musim Semi
5258,6,1,327.0,360.0,27.0,143.0,2300.0,1.0,14.0,1017.7,13.4,0.0,SW,0.0,Aotizhongxin,2013-10-01,Musim Semi
5259,6,2,313.0,328.0,27.0,133.0,2300.0,1.0,13.3,1017.4,13.0,0.0,ESE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5260,6,3,303.0,327.0,29.0,126.0,2400.0,1.0,13.8,1017.5,13.6,0.0,ENE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5261,6,4,287.0,301.0,30.0,124.0,2100.0,1.0,13.6,1017.7,13.4,0.0,E,0.8,Aotizhongxin,2013-10-01,Musim Semi
5262,6,5,302.0,301.0,33.0,106.0,2000.0,1.0,13.6,1018.0,13.4,0.0,NE,0.7,Aotizhongxin,2013-10-01,Musim Semi
5263,6,6,261.0,280.0,34.0,101.0,1800.0,1.0,13.9,1018.3,13.7,0.0,NE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5264,6,7,246.0,254.0,35.0,95.0,2000.0,1.0,15.5,1018.8,15.5,0.0,NE,1.3,Aotizhongxin,2013-10-01,Musim Semi
5265,6,8,217.0,224.0,43.0,89.0,2800.0,1.0,15.5,1019.0,15.0,0.0,NE,1.1,Aotizhongxin,2013-10-01,Musim Semi
5266,6,9,261.0,287.0,49.0,90.0,2800.0,1.0,16.5,1019.3,15.0,0.0,NE,1.4,Aotizhongxin,2013-10-01,Musim Semi
5267,6,10,261.0,287.0,49.0,90.0,2900.0,3.0,18.1,1018.6,15.0,0.0,E,1.6,Aotizhongxin,2013-10-01,Musim Semi
5268,6,11,203.0,258.0,43.0,81.0,2700.0,5.0,19.5,1018.0,15.6,0.0,ENE,1.4,Aotizhongxin,2013-10-01,Musim Semi
5269,6,12,174.0,116.0,49.0,74.0,2000.0,16.0,20.1,1016.9,15.5,0.0,ESE,2.2,Aotizhongxin,2013-10-01,Musim Panas
5270,6,13,163.0,133.0,49.0,75.0,2300.0,12.0,20.1,1016.3,15.5,0.0,NE,1.0,Aotizhongxin,2013-10-01,Musim Panas
5271,6,14,158.0,120.0,57.0,65.0,2200.0,38.0,20.6,1015.9,15.2,0.0,ESE,0.9,Aotizhongxin,2013-10-01,Musim Panas
5272,6,15,137.0,145.0,65.0,65.0,2100.0,52.0,20.5,1014.8,15.3,0.0,SW,1.3,Aotizhongxin,2013-10-01,Musim Panas
5273,6,16,154.0,177.0,64.0,74.0,2000.0,52.0,19.7,1014.7,16.0,0.0,ENE,0.2,Aotizhongxin,2013-10-01,Musim Semi
5274,6,17,154.0,177.0,64.0,74.0,2000.0,44.0,17.6,1015.1,15.4,0.0,NNW,0.5,Aotizhongxin,2013-10-01,Musim Semi
5275,6,18,188.0,190.0,57.0,100.0,2200.0,31.0,16.6,1015.2,15.1,0.0,NNE,0.5,Aotizhongxin,2013-10-01,Musim Semi
5276,6,19,196.0,198.0,53.0,103.0,2300.0,22.0,16.0,1015.6,15.0,0.0,ESE,0.0,Aotizhongxin,2013-10-01,Musim Semi
5277,6,20,213.0,218.0,53.0,90.0,2600.0,21.0,15.8,1015.7,15.0,0.0,NE,0.0,Aotizhongxin,2013-10-01,Musim Semi
5278,6,21,202.0,205.0,52.0,108.0,2600.0,5.0,15.5,1015.8,14.7,0.0,N,0.4,Aotizhongxin,2013-10-01,Musim Semi
5279,6,22,191.0,200.0,51.0,111.0,2600.0,4.0,15.0,1015.6,14.4,0.0,ESE,0.4,Aotizhongxin,2013-10-01,Musim Semi
5280,6,23,164.0,187.0,51.0,106.0,2600.0,4.0,14.7,1015.6,14.4,0.0,ENE,0.1,Aotizhongxin,2013-10-01,Musim Semi
5281,7,0,160.0,175.0,53.0,94.0,2300.0,3.0,14.7,1015.5,14.4,0.0,E,0.2,Aotizhongxin,2013-10-01,Musim Semi
5282,7,1,162.0,173.0,51.0,85.0,2200.0,3.0,14.6,1015.6,14.3,0.0,NE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5283,7,2,161.0,169.0,50.0,78.0,2200.0,4.0,14.5,1015.3,14.3,0.0,NE,1.1,Aotizhongxin,2013-10-01,Musim Semi
5284,7,3,152.0,159.0,49.0,73.0,1900.0,3.0,14.2,1015.5,14.0,0.0,ENE,0.8,Aotizhongxin,2013-10-01,Musim Semi
5285,7,4,173.0,159.0,51.0,79.0,1800.0,3.0,13.8,1015.8,13.6,0.0,NNE,0.2,Aotizhongxin,2013-10-01,Musim Semi
5286,7,5,167.0,138.0,52.0,78.0,1700.0,3.0,13.4,1016.2,13.2,0.0,SE,0.5,Aotizhongxin,2013-10-01,Musim Semi
5287,7,6,164.0,137.0,53.0,75.0,1700.0,4.0,13.4,1016.6,13.4,0.0,E,0.6,Aotizhongxin,2013-10-01,Musim Semi
5288,7,7,135.0,141.0,53.0,74.0,1700.0,5.0,15.4,1017.6,13.4,0.0,N,2.1,Aotizhongxin,2013-10-01,Musim Semi
5289,7,8,147.0,141.0,54.0,69.0,1300.0,12.0,19.4,1018.0,9.6,0.0,NNE,2.4,Aotizhongxin,2013-10-01,Musim Semi
5290,7,9,88.0,88.0,45.0,44.0,700.0,24.0,21.7,1018.5,7.5,0.0,NNE,1.3,Aotizhongxin,2013-10-01,Musim Panas
5291,7,10,25.0,28.0,41.0,31.0,500.0,27.0,23.2,1018.4,4.7,0.0,NNE,3.2,Aotizhongxin,2013-10-01,Musim Panas
5292,7,11,28.0,30.0,47.0,29.0,400.0,37.0,24.1,1017.9,4.9,0.0,NE,2.6,Aotizhongxin,2013-10-01,Musim Panas
5293,7,12,24.0,40.0,40.0,28.0,200.0,44.0,25.4,1016.8,4.5,0.0,NNE,3.5,Aotizhongxin,2013-10-01,Musim Panas
5294,7,13,28.0,51.0,39.0,25.0,200.0,59.0,25.7,1016.2,5.3,0.0,ENE,3.6,Aotizhongxin,2013-10-01,Musim Panas
5295,7,14,7.0,14.0,37.0,19.0,100.0,68.0,25.6,1016.2,5.7,0.0,ENE,2.5,Aotizhongxin,2013-10-01,Musim Panas
5296,7,15,3.0,21.0,36.0,19.0,100.0,67.0,24.9,1016.2,7.1,0.0,E,1.5,Aotizhongxin,2013-10-01,Musim Panas
5297,7,16,3.0,11.0,35.0,23.0,100.0,62.0,23.3,1016.3,4.7,0.0,E,1.5,Aotizhongxin,2013-10-01,Musim Panas
5298,7,17,3.0,6.0,37.0,38.0,200.0,48.0,19.0,1016.4,7.7,0.0,ENE,0.0,Aotizhongxin,2013-10-01,Musim Semi
5299,7,18,20.0,36.0,36.0,63.0,200.0,28.0,17.6,1017.0,10.7,0.0,N,0.0,Aotizhongxin,2013-10-01,Musim Semi
5300,7,19,33.0,93.0,36.0,96.0,700.0,7.0,17.4,1016.8,11.9,0.0,ESE,0.2,Aotizhongxin,2013-10-01,Musim Semi
5301,7,20,15.0,18.0,39.0,94.0,400.0,6.0,18.3,1018.0,8.0,0.0,ENE,1.2,Aotizhongxin,2013-10-01,Musim Semi
5302,7,21,38.0,73.0,38.0,85.0,300.0,7.0,17.7,1019.1,8.3,0.0,SSE,0.8,Aotizhongxin,2013-10-01,Musim Semi
5303,7,22,71.0,207.0,43.0,87.0,500.0,20.0,19.4,1018.8,11.7,0.0,S,1.3,Aotizhongxin,2013-10-01,Musim Semi
5304,7,23,71.0,116.0,46.0,60.0,400.0,46.0,18.5,1018.9,12.9,0.0,ENE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5305,8,0,63.0,92.0,42.0,65.0,300.0,39.0,17.1,1019.0,10.5,0.0,E,0.7,Aotizhongxin,2013-10-01,Musim Semi
5306,8,1,61.0,83.0,35.0,51.0,200.0,42.0,16.5,1018.3,12.1,0.0,NE,1.0,Aotizhongxin,2013-10-01,Musim Semi
5307,8,2,59.0,68.0,16.0,49.0,300.0,32.0,16.0,1017.9,10.5,0.0,NNE,1.8,Aotizhongxin,2013-10-01,Musim Semi
5308,8,3,36.0,68.0,14.0,39.0,200.0,32.0,16.0,1017.8,10.1,0.0,NNE,1.3,Aotizhongxin,2013-10-01,Musim Semi
5309,8,4,28.0,57.0,11.0,39.0,200.0,15.0,14.2,1017.6,11.0,0.0,ESE,0.5,Aotizhongxin,2013-10-01,Musim Semi
5310,8,5,39.0,63.0,13.0,74.0,300.0,3.0,13.5,1018.1,11.4,0.0,ENE,0.0,Aotizhongxin,2013-10-01,Musim Semi
5311,8,6,63.0,111.0,15.0,73.0,500.0,3.0,13.6,1017.9,11.1,0.0,NNE,0.0,Aotizhongxin,2013-10-01,Musim Semi
5312,8,7,38.0,65.0,16.0,67.0,300.0,6.0,15.3,1018.0,10.5,0.0,E,0.7,Aotizhongxin,2013-10-01,Musim Semi
5313,8,8,24.0,38.0,16.0,51.0,300.0,14.0,17.3,1017.8,8.7,0.0,WSW,2.6,Aotizhongxin,2013-10-01,Musim Semi
5314,8,9,29.0,57.0,17.0,57.0,500.0,12.0,18.1,1017.4,8.1,0.0,WSW,2.3,Aotizhongxin,2013-10-01,Musim Semi
5315,8,10,40.0,59.0,26.0,64.0,800.0,13.0,18.9,1016.3,8.2,0.0,WSW,3.3,Aotizhongxin,2013-10-01,Musim Semi
5316,8,11,53.0,82.0,60.0,63.0,1400.0,26.0,20.1,1015.3,8.1,0.0,S,2.1,Aotizhongxin,2013-10-01,Musim Panas
5317,8,12,62.0,89.0,65.0,58.0,1400.0,38.0,20.6,1013.6,8.6,0.0,SW,3.2,Aotizhongxin,2013-10-01,Musim Panas
5318,8,13,51.0,90.0,52.0,39.0,1000.0,58.0,21.5,1011.9,9.4,0.0,WSW,3.4,Aotizhongxin,2013-10-01,Musim Panas
5319,8,14,54.0,79.0,52.0,37.0,1000.0,68.0,21.6,1011.5,9.8,0.0,SW,3.7,Aotizhongxin,2013-10-01,Musim Panas
5320,8,15,55.0,89.0,54.0,35.0,900.0,75.0,21.4,1010.4,12.0,0.0,SW,2.7,Aotizhongxin,2013-10-01,Musim Panas
5321,8,16,48.0,90.0,36.0,32.0,600.0,80.0,20.3,1009.7,12.5,0.0,WSW,3.2,Aotizhongxin,2013-10-01,Musim Panas
5322,8,17,61.0,100.0,35.0,38.0,600.0,77.0,19.5,1009.4,12.5,0.0,SW,2.0,Aotizhongxin,2013-10-01,Musim Semi
5323,8,18,71.0,108.0,29.0,41.0,600.0,76.0,18.7,1009.1,12.9,0.0,SW,1.4,Aotizhongxin,2013-10-01,Musim Semi
5324,8,19,77.0,116.0,26.0,51.0,700.0,63.0,17.6,1009.4,12.9,0.0,SW,1.2,Aotizhongxin,2013-10-01,Musim Semi
5325,8,20,93.0,122.0,25.0,72.0,800.0,43.0,16.3,1009.3,13.2,0.0,WNW,0.4,Aotizhongxin,2013-10-01,Musim Semi
5326,8,21,100.0,127.0,25.0,76.0,800.0,35.0,14.6,1009.1,13.0,0.0,SSW,0.2,Aotizhongxin,2013-10-01,Musim Semi
5327,8,22,98.0,123.0,28.0,94.0,900.0,18.0,13.8,1008.4,13.0,0.0,SSE,0.1,Aotizhongxin,2013-10-01,Musim Semi
5328,8,23,92.0,122.0,28.0,99.0,800.0,11.0,13.2,1008.3,12.6,0.0,NNE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5329,9,0,98.0,117.0,32.0,93.0,800.0,11.0,12.6,1008.0,12.0,0.0,ENE,0.5,Aotizhongxin,2013-10-01,Musim Semi
5330,9,1,104.0,127.0,33.0,85.0,800.0,7.0,12.1,1007.6,11.5,0.0,S,0.2,Aotizhongxin,2013-10-01,Musim Semi
5331,9,2,99.0,128.0,32.0,81.0,900.0,6.0,12.1,1007.0,11.6,0.0,NE,0.9,Aotizhongxin,2013-10-01,Musim Semi
5332,9,3,120.0,198.0,39.0,97.0,1400.0,5.0,11.9,1006.5,11.3,0.0,NE,0.8,Aotizhongxin,2013-10-01,Musim Semi
5333,9,4,121.0,215.0,39.0,90.0,1400.0,4.0,11.7,1006.8,11.2,0.0,NE,1.6,Aotizhongxin,2013-10-01,Musim Semi
5334,9,5,114.0,188.0,39.0,78.0,1300.0,4.0,11.5,1007.1,11.0,0.0,NE,1.2,Aotizhongxin,2013-10-01,Musim Semi
5335,9,6,102.0,155.0,37.0,71.0,1400.0,4.0,12.0,1007.3,11.4,0.0,NE,1.1,Aotizhongxin,2013-10-01,Musim Semi
5336,9,7,98.0,146.0,37.0,69.0,1600.0,4.0,13.1,1007.7,11.8,0.0,NE,1.4,Aotizhongxin,2013-10-01,Musim Semi
5337,9,8,101.0,152.0,38.0,66.0,1600.0,4.0,13.8,1007.5,11.7,0.0,N,1.0,Aotizhongxin,2013-10-01,Musim Semi
5338,9,9,99.0,155.0,40.0,66.0,1700.0,5.0,14.9,1007.2,12.0,0.0,NNE,1.3,Aotizhongxin,2013-10-01,Musim Semi
5339,9,10,100.0,154.0,41.0,69.0,1900.0,6.0,15.9,1006.4,12.1,0.0,ENE,1.4,Aotizhongxin,2013-10-01,Musim Semi
5340,9,11,102.0,154.0,45.0,73.0,1500.0,7.0,16.9,1005.9,12.2,0.0,ENE,1.2,Aotizhongxin,2013-10-01,Musim Semi
5341,9,12,112.0,163.0,46.0,85.0,1500.0,8.0,18.1,1005.1,13.0,0.0,NE,1.4,Aotizhongxin,2013-10-01,Musim Semi
5342,9,13,131.0,188.0,50.0,106.0,1800.0,8.0,19.0,1004.1,13.2,0.0,NNE,1.5,Aotizhongxin,2013-10-01,Musim Semi
5343,9,14,140.0,171.0,55.0,106.0,1500.0,14.0,19.8,1003.8,13.5,0.0,NNE,1.5,Aotizhongxin,2013-10-01,Musim Semi
5344,9,15,159.0,188.0,54.0,103.0,1400.0,24.0,19.4,1004.0,13.8,0.0,NNE,1.3,Aotizhongxin,2013-10-01,Musim Semi
5345,9,16,189.0,218.0,52.0,108.0,1500.0,33.0,18.2,1003.3,13.5,0.0,NE,1.2,Aotizhongxin,2013-10-01,Musim Semi
5346,9,17,200.0,225.0,55.0,109.0,1400.0,33.0,16.3,1003.7,13.4,0.0,NNE,0.8,Aotizhongxin,2013-10-01,Musim Semi
5347,9,18,190.0,235.0,52.0,121.0,1600.0,17.0,15.6,1003.9,13.4,0.0,NNE,0.9,Aotizhongxin,2013-10-01,Musim Semi
5348,9,19,194.0,235.0,51.0,123.0,1700.0,8.0,14.9,1003.8,13.3,0.0,ENE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5349,9,20,194.0,235.0,51.0,123.0,1700.0,11.0,14.7,1003.5,13.7,0.0,E,0.0,Aotizhongxin,2013-10-01,Musim Semi
5350,9,21,215.0,215.0,52.0,117.0,1700.0,9.0,14.4,1003.2,13.6,0.0,E,0.0,Aotizhongxin,2013-10-01,Musim Semi
5351,9,22,219.0,225.0,53.0,126.0,1800.0,8.0,14.4,1003.7,13.6,0.0,N,1.5,Aotizhongxin,2013-10-01,Musim Semi
5352,9,23,195.0,241.0,57.0,118.0,1800.0,7.0,15.5,1004.1,13.2,0.0,NE,1.1,Aotizhongxin,2013-10-01,Musim Semi
5353,10,0,191.0,243.0,47.0,94.0,1700.0,7.0,15.0,1002.4,13.0,0.0,NE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5354,10,1,189.0,197.0,45.0,82.0,1500.0,6.0,14.0,1001.5,12.9,0.0,WSW,0.8,Aotizhongxin,2013-10-01,Musim Semi
5355,10,2,187.0,192.0,48.0,77.0,1500.0,6.0,13.6,1001.4,13.0,0.0,E,0.2,Aotizhongxin,2013-10-01,Musim Semi
5356,10,3,162.0,191.0,51.0,74.0,1500.0,6.0,13.7,1001.0,13.2,0.0,ENE,1.1,Aotizhongxin,2013-10-01,Musim Semi
5357,10,4,164.0,186.0,53.0,75.0,1500.0,7.0,13.8,1001.6,13.3,0.0,NE,0.8,Aotizhongxin,2013-10-01,Musim Semi
5358,10,5,166.0,187.0,52.0,71.0,1400.0,6.0,13.7,1001.8,13.2,0.0,NE,0.5,Aotizhongxin,2013-10-01,Musim Semi
5359,10,6,165.0,179.0,54.0,69.0,1300.0,7.0,13.3,1002.1,12.8,0.0,SE,0.0,Aotizhongxin,2013-10-01,Musim Semi
5360,10,7,162.0,171.0,55.0,65.0,1300.0,7.0,14.8,1003.4,14.5,0.0,SSE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5361,10,8,164.0,182.0,58.0,67.0,1500.0,8.0,19.4,1004.4,3.1,0.0,NNW,4.2,Aotizhongxin,2013-10-01,Musim Semi
5362,10,9,151.0,182.0,59.0,53.0,1000.0,17.0,20.4,1005.8,3.6,0.0,NW,3.6,Aotizhongxin,2013-10-01,Musim Panas
5363,10,10,18.0,122.0,49.0,17.0,300.0,34.0,20.2,1005.8,3.0,0.0,N,5.8,Aotizhongxin,2013-10-01,Musim Panas
5364,10,11,14.0,92.0,43.0,13.0,200.0,38.0,20.3,1005.8,3.1,0.0,N,6.5,Aotizhongxin,2013-10-01,Musim Panas
5365,10,12,17.0,91.0,43.0,12.0,100.0,42.0,20.2,1006.7,3.0,0.0,NNW,5.7,Aotizhongxin,2013-10-01,Musim Panas
5366,10,13,16.0,97.0,43.0,10.0,100.0,45.0,19.7,1007.0,3.0,0.0,N,7.1,Aotizhongxin,2013-10-01,Musim Semi
5367,10,14,10.0,61.0,42.0,10.0,100.0,45.0,19.8,1007.9,2.2,0.0,NNW,4.6,Aotizhongxin,2013-10-01,Musim Semi
5368,10,15,7.0,30.0,43.0,10.0,100.0,46.0,20.1,1008.0,2.0,0.0,NNE,3.3,Aotizhongxin,2013-10-01,Musim Panas
5369,10,16,10.0,29.0,44.0,11.0,100.0,47.0,19.2,1008.4,0.2,0.0,N,7.1,Aotizhongxin,2013-10-01,Musim Semi
5370,10,17,9.0,14.0,40.0,12.0,100.0,47.0,17.9,1009.5,0.5,0.0,N,2.2,Aotizhongxin,2013-10-01,Musim Semi
5371,10,18,7.0,23.0,40.0,13.0,100.0,48.0,16.5,1009.9,1.4,0.0,NE,1.4,Aotizhongxin,2013-10-01,Musim Semi
5372,10,19,7.0,23.0,37.4136,13.0,100.0,44.0,13.5,1009.8,3.3,0.0,E,0.4,Aotizhongxin,2013-10-01,Musim Semi
5373,10,20,3.0,7.0,37.4136,19.0,100.0,43.0,14.6,1009.8,0.4,0.0,NNE,2.1,Aotizhongxin,2013-10-01,Musim Semi
5374,10,21,3.0,6.0,38.2704,30.0,100.0,34.0,16.1,1010.0,0.2,0.0,NNE,2.0,Aotizhongxin,2013-10-01,Musim Semi
5375,10,22,3.0,6.0,37.6992,49.0,100.0,21.0,13.8,1010.0,1.7,0.0,NNE,1.5,Aotizhongxin,2013-10-01,Musim Semi
5376,10,23,8.0,14.0,40.2696,41.0,100.0,25.0,12.5,1009.7,3.4,0.0,SW,0.9,Aotizhongxin,2013-10-01,Musim Semi
5377,11,0,10.0,20.0,42.5544,39.0,100.0,23.0,9.7,1009.6,5.3,0.0,SE,0.5,Aotizhongxin,2013-10-01,Musim Dingin
5378,11,1,17.0,56.0,44.8392,63.0,100.0,8.0,8.4,1009.8,5.9,0.0,WSW,0.4,Aotizhongxin,2013-10-01,Musim Dingin
5379,11,2,11.0,32.0,43.9824,51.0,200.0,10.0,7.6,1009.7,5.7,0.0,WSW,0.1,Aotizhongxin,2013-10-01,Musim Dingin
5380,11,3,8.0,19.0,43.4112,52.0,200.0,8.0,7.1,1009.8,5.6,0.0,E,0.0,Aotizhongxin,2013-10-01,Musim Dingin
5381,11,4,12.0,28.0,45.1248,52.0,200.0,5.0,6.9,1010.0,6.2,0.0,ENE,0.9,Aotizhongxin,2013-10-01,Musim Dingin
5382,11,5,9.0,38.0,45.4104,58.0,400.0,6.0,6.7,1010.3,6.1,0.0,W,0.1,Aotizhongxin,2013-10-01,Musim Dingin
5383,11,6,16.0,26.0,47.124,61.0,500.0,7.0,7.1,1010.6,6.7,0.0,SE,0.2,Aotizhongxin,2013-10-01,Musim Dingin
5384,11,7,22.0,55.0,52.5504,63.0,700.0,7.0,12.2,1011.6,6.2,0.0,NNE,1.3,Aotizhongxin,2013-10-01,Musim Semi
5385,11,8,22.0,55.0,55.692,63.0,1000.0,7.7112,15.0,1011.8,5.8,0.0,NNE,1.4,Aotizhongxin,2013-10-01,Musim Semi
5386,11,9,45.0,122.0,59.4048,76.0,1300.0,8.0,17.3,1011.4,4.6,0.0,E,0.9,Aotizhongxin,2013-10-01,Musim Semi
5387,11,10,42.0,88.0,54.5496,82.0,1100.0,10.0,19.0,1010.7,5.8,0.0,NNW,0.9,Aotizhongxin,2013-10-01,Musim Semi
5388,11,11,38.0,55.0,39.6984,54.0,800.0,20.0,20.7,1009.5,4.3,0.0,WSW,3.8,Aotizhongxin,2013-10-01,Musim Panas
5389,11,12,28.0,49.0,14.28,40.0,400.0,44.0,21.6,1008.7,5.1,0.0,SW,3.0,Aotizhongxin,2013-10-01,Musim Panas
5390,11,13,37.0,79.0,15.708,35.0,400.0,61.0,22.3,1007.7,5.2,0.0,S,2.8,Aotizhongxin,2013-10-01,Musim Panas
5391,11,14,43.0,87.0,19.992,34.0,400.0,79.0,22.9,1007.0,5.3,0.0,WSW,2.8,Aotizhongxin,2013-10-01,Musim Panas
5392,11,15,56.0,81.0,22.848,38.0,400.0,86.0,22.5,1007.1,5.0,0.0,SW,3.0,Aotizhongxin,2013-10-01,Musim Panas
5393,11,16,53.0,99.0,23.7048,41.0,400.0,90.0,21.3,1007.0,7.5,0.0,SW,0.8,Aotizhongxin,2013-10-01,Musim Panas
5394,11,17,58.0,112.0,26.5608,57.0,400.0,85.0,17.6,1008.0,7.9,0.0,SE,0.5,Aotizhongxin,2013-10-01,Musim Semi
5395,11,18,71.0,141.0,25.704,67.0,600.0,80.0,14.4,1008.9,10.2,0.0,ENE,0.0,Aotizhongxin,2013-10-01,Musim Semi
5396,11,19,84.0,184.0,23.7048,131.0,1100.0,15.0,12.6,1009.6,9.8,0.0,NE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5397,11,20,134.0,287.0,27.4176,169.0,2700.0,1.0,13.4,1010.4,9.1,0.0,NE,0.9,Aotizhongxin,2013-10-01,Musim Semi
5398,11,21,130.0,231.0,19.4208,158.0,2600.0,1.0,13.3,1010.8,8.8,0.0,NNE,0.9,Aotizhongxin,2013-10-01,Musim Semi
5399,11,22,119.0,202.0,20.2776,143.0,1500.0,1.0,12.5,1011.8,8.8,0.0,ENE,0.8,Aotizhongxin,2013-10-01,Musim Semi
5400,11,23,97.0,152.0,16.8504,132.0,1100.0,1.0,12.3,1011.9,8.4,0.0,NE,1.0,Aotizhongxin,2013-10-01,Musim Semi
5401,12,0,75.0,104.0,6.8544,90.0,1000.0,1.0,11.3,1011.8,8.2,0.0,NE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5402,12,1,80.0,112.0,5.4264,80.0,1100.0,1.0,10.6,1012.2,8.4,0.0,NE,0.8,Aotizhongxin,2013-10-01,Musim Semi
5403,12,2,91.0,135.0,8.2824,78.0,1100.0,1.0,10.1,1012.1,8.5,0.0,NNE,0.8,Aotizhongxin,2013-10-01,Musim Semi
5404,12,3,71.0,84.0,4.284,74.0,700.0,1.0,9.7,1012.5,8.6,0.0,ENE,0.9,Aotizhongxin,2013-10-01,Musim Dingin
5405,12,4,52.0,53.0,3.4272,69.0,500.0,1.0,8.8,1012.9,7.9,0.0,NNE,0.0,Aotizhongxin,2013-10-01,Musim Dingin
5406,12,5,49.0,57.0,2.2848,66.0,500.0,1.0,9.0,1013.6,8.4,0.0,NE,1.3,Aotizhongxin,2013-10-01,Musim Dingin
5407,12,6,53.0,70.0,3.1416,61.0,600.0,1.0,9.3,1013.9,8.5,0.0,NE,1.2,Aotizhongxin,2013-10-01,Musim Dingin
5408,12,7,58.0,67.0,2.856,58.0,700.0,1.0,11.6,1014.9,8.3,0.0,NE,1.7,Aotizhongxin,2013-10-01,Musim Semi
5409,12,8,52.0,63.0,0.8568,55.0,600.0,1.0,13.9,1015.1,9.5,0.0,NE,1.3,Aotizhongxin,2013-10-01,Musim Semi
5410,12,9,51.0,68.0,1.1424,60.0,600.0,1.0,17.3,1015.0,7.3,0.0,N,0.5,Aotizhongxin,2013-10-01,Musim Semi
5411,12,10,59.0,82.0,3.4272,70.0,1000.0,1.0,20.0,1014.2,8.0,0.0,E,1.5,Aotizhongxin,2013-10-01,Musim Panas
5412,12,11,62.0,66.0,3.9984,70.0,700.0,12.0,21.8,1013.9,6.1,0.0,NE,0.9,Aotizhongxin,2013-10-01,Musim Panas
5413,12,12,53.0,53.0,3.1416,60.0,600.0,30.0,21.9,1012.5,6.9,0.0,NE,2.2,Aotizhongxin,2013-10-01,Musim Panas
5414,12,13,45.0,54.0,2.856,43.0,400.0,51.0,21.6,1011.8,7.8,0.0,ENE,1.7,Aotizhongxin,2013-10-01,Musim Panas
5415,12,14,45.0,51.0,2.5704,43.0,400.0,65.0,20.9,1011.2,7.8,0.0,NE,1.6,Aotizhongxin,2013-10-01,Musim Panas
5416,12,15,32.0,50.0,3.1416,59.0,500.0,58.0,19.8,1011.1,9.1,0.0,ENE,0.7,Aotizhongxin,2013-10-01,Musim Semi
5417,12,16,63.0,72.0,6.8544,64.0,600.0,78.0,18.6,1011.1,10.2,0.0,NNW,0.6,Aotizhongxin,2013-10-01,Musim Semi
5418,12,17,69.0,86.0,9.4248,86.0,800.0,58.0,18.4,1011.2,8.9,0.0,N,0.7,Aotizhongxin,2013-10-01,Musim Semi
5419,12,18,53.0,58.0,10.5672,115.0,1000.0,12.0,17.8,1011.4,9.4,0.0,NE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5420,12,19,69.0,126.0,9.7104,133.0,1200.0,1.0,17.7,1011.8,8.8,0.0,ENE,0.8,Aotizhongxin,2013-10-01,Musim Semi
5421,12,20,100.0,166.0,9.7104,149.0,1300.0,1.0,17.1,1012.6,10.0,0.0,E,0.1,Aotizhongxin,2013-10-01,Musim Semi
5422,12,21,103.0,147.0,8.8536,136.0,1300.0,1.0,17.0,1012.9,9.4,0.0,ESE,1.1,Aotizhongxin,2013-10-01,Musim Semi
5423,12,22,95.0,129.0,7.7112,128.0,1200.0,1.0,16.9,1013.1,9.3,0.0,E,0.6,Aotizhongxin,2013-10-01,Musim Semi
5424,12,23,74.0,99.0,11.424,117.0,1300.0,1.0,16.2,1012.9,10.7,0.0,NNE,0.0,Aotizhongxin,2013-10-01,Musim Semi
5425,13,0,72.0,117.0,21.7056,109.0,1400.0,1.0,15.6,1012.9,9.9,0.0,ENE,0.6,Aotizhongxin,2013-10-01,Musim Semi
5426,13,1,77.0,99.0,21.42,100.0,1300.0,1.0,15.9,1012.7,7.6,0.0,ENE,0.7,Aotizhongxin,2013-10-01,Musim Semi
5427,13,2,50.0,99.0,14.5656,70.0,700.0,1.0,16.5,1012.5,7.2,0.0,ESE,1.5,Aotizhongxin,2013-10-01,Musim Semi
